"name","alias","city","state","url","control","deg_predomnt","deg_highest","locale_type","is_hbcu","is_pbi","is_annhi","is_tribal","is_aanapii","is_hsi","is_nanti","is_only_men","is_only_women","religious_affil","adm_rate","sat_avg","sat_mid50","act_p25","act_p75","act_mid50","sat_p25","sat_p75","ug_enrollment","net_price","cost_avg_income_0_30k","cost_avg_income_30_48k","cost_avg_income_48_75k","cost_avg_income_75_110k","cost_avg_income_110k_plus","earnings_med_10y","rate_completion","rm_board_dif","ratio","student_fac_ratio","no_aid","ROOMBOARD_ON","ROOMBOARD_OFF","MD_EARN_WNE_INC2_P6","TUITIONFEE_IN","TUITIONFEE_OUT"
"Central Christian College of Kansas","Central Christian College","McPherson","KS","https://www.centralchristian.edu/",2,3,4,33,0,0,0,0,0,1,0,0,0,64,NA,NA,NA,NA,NA,NA,NA,NA,394,31650223,9369,8529,12873,17717,14195,44468,0.2222,-2886,0.499585328156218,11,1,8950,11836,48587,21000,21000
"Emporia State University","ESU E-State","Emporia","KS","www.emporia.edu/",1,3,4,33,0,0,0,0,0,0,0,0,0,NA,0.9774,1090,NA,18,24,NA,NA,NA,2328,31650223,NA,NA,NA,NA,NA,47601,0.3858,0,0.873072794134442,17,1,10542,10542,40605,7356,15669
"Fort Hays State University","FHSU","Hays","KS","www.fhsu.edu/",1,3,4,33,0,0,0,0,0,0,0,0,0,NA,0.9177,1118,NA,19,25,NA,970,1200,9792,31650223,NA,NA,NA,NA,NA,48928,0.3273,0,0.832673675530818,14,1,8772,8772,46306,5633,16811
"Barclay College",NA,"Haviland","KS","www.barclaycollege.edu/",2,3,4,43,0,0,0,0,0,0,0,0,0,65,0.5449,NA,NA,NA,NA,NA,NA,NA,161,31650223,27413,27766,34150,37980,NA,36355,0.3103,4100,0.709283409339414,7,1,12100,8000,44845,26590,26590
"Friends University",NA,"Wichita","KS","www.friends.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,NA,0.5564,1014,NA,17,22,21,910,1090,1015,31650223,17538,18122,23404,27432,33926,52113,0.523,-516,0.798419404978218,14,1,10828,11344,46744,32748,32748
"Kansas Christian College",NA,"Overland Park","KS","https://www.kansaschristian.edu/",2,3,3,12,0,0,0,0,0,0,0,0,0,57,NA,NA,NA,NA,NA,NA,NA,NA,143,31650223,13965,13451,15844,20096,20301,NA,0.1429,-1650,NA,15,1,9650,11300,NA,10950,10950
"University of Kansas","University of Kansas | Univ of Kansas | Kansas University | KU | Kansas Jayhawks | Univ of KS |University of KS | Kansas Univ | Kansas U, KUMC, University of Kansas Medical Center, KU Medical Center, Kansas University Medical Center","Lawrence","KS","https://ku.edu/",1,3,4,13,0,0,0,0,0,0,0,0,0,NA,0.882,1186,1200,21,27,25,1050,1290,19857,31650223,NA,NA,NA,NA,NA,61945,0.5366,-118,0.86051910071285,17,1,10818,10936,50100,11700,29412
"Newman University",NA,"Wichita","KS","www.newmanu.edu/",2,3,4,11,0,0,0,0,0,1,0,0,0,30,0.4761,NA,NA,NA,NA,21,NA,NA,857,31650223,18579,15764,17055,19477,21726,55041,0.3816,-1567,0.894330203256864,13,1,10279,11846,48023,35500,35500
"Kansas State University","K-State","Manhattan","KS","www.k-state.edu/",1,3,4,13,0,0,0,0,0,0,0,0,0,NA,0.7936,1149,NA,20,27,NA,1040,1260,14835,31650223,NA,NA,NA,NA,NA,57262,0.4688,2628,0.866135042768049,18,1,12020,9392,48322,10942,27816
"Kansas Wesleyan University",NA,"Salina","KS","www.kwu.edu/",2,3,4,33,0,0,0,0,0,0,0,0,0,71,0.8498,NA,NA,NA,NA,NA,NA,NA,894,31650223,19098,21369,24994,23583,26027,51152,0.3352,4012,0.806779112567245,13,1,11340,7328,47425,33470,33470
"McPherson College",NA,"McPherson","KS","www.mcpherson.edu/",2,3,4,33,0,0,0,0,0,0,0,0,0,58,0.8379,1068,NA,17,24,NA,940,1120,786,31650223,20869,21172,25387,27314,28232,52084,0.435,178,1.00493144094299,13,1,10322,10144,39052,35162,35162
"MidAmerica Nazarene University","MidAmerica Nazarene College","Olathe","KS","https://www.mnu.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,59,0.7346,1016,910,17,23,20,920,1120,977,31650223,25447,24595,27986,32035,34162,62972,0.371,-2564,0.789176683913526,10,1,10760,13324,55871,36120,36120
"Ottawa University-Ottawa","OUKS - Ottawa","Ottawa","KS","www.ottawa.edu/",2,3,4,32,0,0,0,0,0,0,0,0,0,52,0.8003,1011,980,16,21,18,880,1140,935,31650223,21092,25749,28099,29480,30254,55552,0.2308,2160,0.70849169481982,15,1,12160,10000,54552,35300,35300
"Pittsburg State University","Pitt State","Pittsburg","KS","https://www.pittstate.edu/",1,3,4,32,0,0,0,0,0,0,0,0,0,NA,0.8817,1090,NA,18,24,21,NA,NA,4162,31650223,NA,NA,NA,NA,NA,50579,0.3358,-586,0.810918802534057,15,1,9398,9984,43446,8008,19692
"University of Saint Mary","University of St. Mary, University of St Mary","Leavenworth","KS","www.stmary.edu/",2,3,4,31,0,0,0,0,0,0,0,0,0,30,0.8984,1047,NA,18,24,NA,930,1090,889,31650223,24278,19319,22716,22476,24862,59483,0.3566,-1352,0.723266909907381,12,1,10032,11384,54468,33890,33890
"Southwestern College","SC","Winfield","KS","https://www.sckans.edu/",2,3,4,32,0,0,0,0,0,0,0,0,0,71,0.6497,NA,1010,NA,NA,19,NA,NA,1026,31650223,24537,26844,24641,27101,31218,55646,0.2979,2033,0.955094323406815,11,1,11356,9323,53290,38480,38480
"Sterling College","SC","Sterling","KS","www.sterling.edu/",2,3,4,43,0,0,0,0,0,0,0,0,0,NA,0.5303,NA,1090,NA,NA,22,NA,NA,569,31650223,18043,20530,21760,25757,25938,45846,0.1889,0,0.791512454303944,9,1,9532,9532,43925,32200,32200
"Tabor College","Tabor|TC","Hillsboro","KS","tabor.edu/",2,3,4,43,0,0,0,0,0,0,0,0,0,43,0.6462,1049,NA,18,23,NA,830,1130,530,31650223,18085,17138,22280,21255,21354,54058,0.3221,-300,0.942563667632577,15,1,10800,11100,42954,35050,35050
"Washburn University",NA,"Topeka","KS","www.washburn.edu/",1,3,4,12,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4093,31650223,NA,NA,NA,NA,NA,49774,0.2541,-172,0.788113266258687,13,1,10759,10931,45605,9578,20582
"Wichita State University","WSU","Wichita","KS","www.wichita.edu/",1,3,4,11,0,0,0,0,0,0,0,0,0,NA,0.9494,1118,1100,18,26,23,970,1250,10493,31650223,NA,NA,NA,NA,NA,51532,0.3111,1040,0.864438491304163,20,1,13790,12750,46726,9322,19240
"Alice Lloyd College","Caney Creek Community Center, Inc. |dba Alice Lloyd College","Pippa Passes","KY","www.alc.edu/",2,3,3,43,0,0,0,0,0,0,0,0,0,NA,0.8557,980,940,16,21,20,NA,NA,528,31650223,16717,16334,17436,20709,20723,40573,0.1773,3732,0.723296826597068,14,1,8732,5000,36880,14080,14080
"Asbury University","Asbury College","Wilmore","KY","https://www.asbury.edu/",2,3,4,31,0,0,0,0,0,0,0,0,0,NA,0.6406,NA,NA,NA,NA,NA,NA,NA,1369,31650223,15895,15167,20098,21455,26463,42368,0.5656,3458,0.950534427044494,12,1,9616,6158,35882,33640,33640
"Bellarmine University",NA,"Louisville","KY","https://www.bellarmine.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,30,0.9359,1208,1200,22,28,24,1080,1240,2286,31650223,18542,18905,20870,25093,29302,62069,0.592,0,0.817840766986244,13,1,10250,10250,50443,47180,47180
"Berea College",NA,"Berea","KY","https://www.berea.edu/",2,3,3,32,0,0,0,0,0,0,0,0,0,NA,0.3271,1248,1200,24,27,26,1160,1340,1472,31650223,4070,3613,5844,7570,NA,43150,0.412,0,NA,9,1,7892,7892,NA,49326,49326
"Brescia University",NA,"Owensboro","KY","www.brescia.edu/",2,3,4,13,0,0,0,0,0,0,0,0,0,30,0.3461,NA,1050,NA,NA,22,NA,NA,538,31650223,14897,10651,12467,14790,20215,45500,0.3619,-565,0.913023255813953,8,1,10935,11500,41466,30450,30450
"Campbellsville University",NA,"Campbellsville","KY","https://www.campbellsville.edu/",2,3,4,32,0,0,0,0,0,0,0,0,0,54,0.9833,NA,NA,NA,NA,NA,NA,NA,2641,31650223,16491,17707,16425,20863,22636,41583,0.4024,1020,0.729122184103831,21,1,9170,8150,36460,26990,26990
"Centre College","Centre College of Kentucky","Danville","KY","https://www.centre.edu/",2,3,3,32,0,0,0,0,0,0,0,0,0,66,0.5434,1345,1350,26,32,30,1230,1420,1346,31650223,10779,13431,17317,22346,28164,66240,0.808,2400,0.792447787407888,10,1,13770,11370,46498,50550,50550
"Clear Creek Baptist Bible College","Clear Creek Springs|Clear Creek Mountain Preachers Bible School|Clear Creek Baptist School|CCBBC","Pineville","KY","https://ccbbc.edu/",2,3,4,42,0,0,0,0,0,0,0,0,0,75,NA,NA,NA,NA,NA,NA,NA,NA,132,31650223,10750,8273,NA,NA,NA,41623,0.25,-5638,NA,11,1,5129,10767,NA,10120,10120
"University of the Cumberlands","Cumberland College","Williamsburg","KY","www.ucumberlands.edu/",2,3,4,33,0,0,0,0,0,0,0,0,0,54,0.7139,NA,1060,NA,NA,21,NA,NA,5468,31650223,4895,5965,11476,17072,18953,45036,0.3017,-2985,0.771320433575204,19,1,9300,12285,41039,9875,9875
"Eastern Kentucky University","Eastern EKU","Richmond","KY","www.eku.edu/",1,3,4,32,0,0,0,0,0,0,0,0,0,NA,0.7809,1089,1070,17,24,21,930,1190,11674,31650223,NA,NA,NA,NA,NA,45795,0.3971,0,0.804649237773332,15,1,11735,11735,40006,10130,20820
"Georgetown College",NA,"Georgetown","KY","www.georgetowncollege.edu/",2,3,4,31,0,0,0,0,0,0,0,0,0,54,0.7388,1149,NA,21,26,NA,1030,1230,1180,31650223,8926,8329,9698,16607,19770,52074,0.423,1791,0.75615237172002,15,1,11385,9594,39054,42010,42010
"Kentucky Mountain Bible College","KMBC","Jackson","KY","https://www.kmbc.edu/",2,3,3,43,0,0,0,0,0,0,0,0,0,78,0.3571,980,NA,13,22,23,NA,NA,72,31650223,9650,6042,11820,13395,13495,21256,0.0833,-1130,NA,9,1,5370,6500,NA,10060,10060
"Kentucky State University","K-State","Frankfort","KY","www.kysu.edu/",1,3,4,32,1,0,0,0,0,0,0,0,0,NA,0.9255,910,NA,14,20,NA,820,1010,1317,31650223,NA,NA,NA,NA,NA,36382,0.1525,1152,0.744078745001538,14,1,8186,7034,32324,9214,13260
"Kentucky Wesleyan College","Wesleyan","Owensboro","KY","https://kwc.edu/",2,3,3,13,0,0,0,0,0,0,0,0,0,71,0.67,1043,1030,12,24,22,750,1130,794,31650223,35694,35651,36301,37446,37533,46747,0.3904,-387,0.690733409380662,13,1,11526,11913,36575,33393,33393
"University of Kentucky",NA,"Lexington","KY","www.uky.edu/",1,3,4,11,0,0,0,0,0,0,0,0,0,NA,0.9238,1213,1200,21,28,26,1080,1290,23189,31650223,NA,NA,NA,NA,NA,59025,0.5387,0,0.80768785681222,17,1,15242,15242,46480,13212,33406
"Kentucky Christian University",NA,"Grayson","KY","www.kcu.edu/",2,3,4,32,0,0,0,0,0,0,0,0,0,48,0.6238,1044,910,18,23,19,900,1040,438,31650223,20475,20363,20416,22198,25111,42375,0.2922,0,0.718416485900217,12,1,9400,9400,38486,25000,25000
"Lindsey Wilson College",NA,"Columbia","KY","https://www.lindsey.edu/",2,3,4,33,0,0,0,0,0,0,0,0,0,71,NA,NA,NA,NA,NA,NA,NA,NA,1649,31650223,12601,12219,12466,17054,18013,41129,0.2902,-2022,0.722845932276428,17,1,9978,12000,36636,27274,27274
"University of Louisville",NA,"Louisville","KY","www.louisville.edu/",1,3,4,11,0,0,0,0,0,0,0,0,0,NA,0.8054,1147,1160,19,27,24,1020,1250,14187,31650223,NA,NA,NA,NA,NA,53899,0.4346,566,0.862593581277723,14,1,11690,11124,47628,12828,29174
"Midway University",NA,"Midway","KY","www.midway.edu/",2,3,4,42,0,0,0,0,0,0,0,0,0,61,0.9518,1145,1040,20,25,22,1030,1120,1250,31650223,22513,19767,21880,27318,26810,44246,0.4553,-3800,0.649930239389044,15,1,9500,13300,41950,26080,26080
"Morehead State University",NA,"Morehead","KY","https://www.moreheadstate.edu/",1,3,4,33,0,0,0,0,0,0,0,0,0,NA,0.8212,NA,NA,NA,NA,NA,NA,NA,4689,31650223,NA,NA,NA,NA,NA,43197,0.3726,-2978,0.777492884194679,14,1,8942,11920,38916,9838,14706
"Murray State University",NA,"Murray","KY","www.murraystate.edu/",1,3,4,32,0,0,0,0,0,0,0,0,0,NA,0.8617,1110,1080,19,26,24,950,1190,6646,31650223,NA,NA,NA,NA,NA,44737,0.4807,-1940,0.809616588963886,16,1,10594,12534,38646,9708,19452
"Northern Kentucky University","NKU","Highland Heights","KY","www.nku.edu/",1,3,4,21,0,0,0,0,0,0,0,0,0,NA,0.9603,1114,1100,19,25,23,920,1130,8065,31650223,NA,NA,NA,NA,NA,50220,0.3455,0,0.839845580523509,18,1,11660,11660,43973,10896,21480
"University of Pikeville","UPIKE","Pikeville","KY","www.upike.edu/",2,3,4,33,0,0,0,0,0,0,0,0,0,66,NA,NA,NA,NA,NA,NA,NA,NA,1140,31650223,11218,12537,13903,15821,15953,48231,0.2882,0,0.670248007878951,14,1,8600,8600,37407,24150,24150
"The Southern Baptist Theological Seminary","SBTS, Southern Seminary, Boyce College","Louisville","KY","www.sbts.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,75,0.9689,1118,1150,20,25,23,1030,1200,844,31650223,NA,NA,NA,NA,NA,NA,0.4019,5682,NA,16,3,8142,2460,NA,13086,13086
"Spalding University","Spalding","Louisville","KY","https://www.spalding.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,30,0.9864,1014,1020,16,22,20,850,1100,597,31650223,21467,18835,23416,25555,29032,49438,0.4573,-6176,0.828353321599607,11,1,8480,14656,44394,27850,27850
"Thomas More University","Thomas More","Crestview Hills","KY","www.thomasmore.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,30,0.9703,1140,NA,20,27,NA,1000,1150,1305,31650223,14407,15773,19388,21643,23299,59384,0.2923,1880,0.76553098064726,14,1,9530,7650,51713,38400,38400
"Transylvania University",NA,"Lexington","KY","https://www.transy.edu/",2,3,3,11,0,0,0,0,0,0,0,0,0,61,0.8499,1285,1190,24,30,27,1100,1290,1014,31650223,17035,17574,21414,23700,29681,54705,0.6477,0,0.821516172661211,10,1,14195,14195,39772,44980,44980
"Union College",NA,"Barbourville","KY","https://www.unionky.edu/",2,3,4,33,0,0,0,0,0,0,0,0,0,71,0.5504,965,1060,14,21,19,920,1100,736,31650223,12372,15306,25500,44375,44375,42002,0.2389,0,0.779761058170957,14,1,8261,8261,36518,30946,30946
"Western Kentucky University","WKU, HILLTOPPERS","Bowling Green","KY","https://www.wku.edu/",1,3,4,13,0,0,0,0,0,0,0,0,0,NA,0.9705,977,NA,16,20,NA,820,1010,12267,31650223,NA,NA,NA,NA,NA,43889,0.4236,0,0.773695198329854,18,1,12043,12043,39826,11436,27000
"Centenary College of Louisiana",NA,"Shreveport","LA","www.centenary.edu/",2,3,4,12,0,0,0,0,0,0,0,0,0,71,0.5442,1171,1140,21,28,25,1040,1210,615,31650223,22875,21245,24985,25486,28530,50330,0.4767,3060,0.628251211631664,9,1,14360,11300,32130,40000,40000
"Dillard University",NA,"New Orleans","LA","www.dillard.edu/",2,3,3,11,1,0,0,0,0,0,0,0,0,71,0.4051,1089,1040,19,23,21,970,1150,1111,31650223,18801,16532,19888,21306,17604,39196,0.3472,449,0.803088803088803,11,1,11786,11337,32593,22194,22194
"Grambling State University","GSU, Grambling","Grambling","LA","www.gram.edu/",1,3,4,32,1,0,0,0,0,0,0,0,0,NA,0.2368,955,930,15,19,17,860,1150,4144,31650223,NA,NA,NA,NA,NA,41109,0.0894,1058,0.861827676240209,25,1,10990,9932,28772,7683,16706
"Louisiana State University Health Sciences Center-New Orleans","LSUHSC  LSUHSC-NO  LSUMC  LSU Medical Center  LSU Health Sciences Center  LSU Health Sciences Center at New Orleans","New Orleans","LA","www.lsuhsc.edu/",1,3,4,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,843,31650223,NA,NA,NA,NA,NA,78495,NA,NA,1.05014450063914,3,1,NA,NA,73701,NA,NA
"Louisiana State University-Alexandria","LSUA","Alexandria","LA","www.lsua.edu/",1,3,3,41,0,0,0,0,0,0,0,0,0,NA,0.9263,1048,1080,17,22,20,880,1140,4414,31650223,NA,NA,NA,NA,NA,42205,0.3315,68,0.764590310337129,14,1,9598,9530,40976,7050,14650
"Louisiana State University and Agricultural & Mechanical College","Louisiana State University|LSU","Baton Rouge","LA","www.lsu.edu/",1,3,4,12,0,0,0,0,0,0,0,0,0,NA,0.74,1248,1220,24,29,26,1150,1330,29207,31650223,NA,NA,NA,NA,NA,61251,0.4602,-1926,0.868584448874964,20,1,14296,16222,48695,11954,28631
"Louisiana State University-Shreveport","LSUS","Shreveport","LA","www.lsus.edu/",1,3,4,12,0,0,0,0,0,0,0,0,0,NA,0.8272,1119,970,19,24,23,1000,1150,2150,31650223,NA,NA,NA,NA,NA,47477,0.1929,-307,0.862264557355862,27,1,11030,11337,43678,7327,20481
"Louisiana Christian University",NA,"Pineville","LA","www.lcuniversity.edu/",2,3,4,23,0,0,0,0,0,0,0,0,0,75,0.8379,NA,1010,NA,NA,21,NA,NA,750,31650223,16046,16040,17685,16983,18102,51700,0.2847,-2512,0.772342407180052,10,1,7956,10468,40188,19740,19740
"Louisiana Tech University","LA Tech, Louisiana Tech, Tech","Ruston","LA","https://www.latech.edu/",1,3,4,32,0,0,0,0,0,0,0,0,0,NA,0.7257,1190,1180,21,27,25,1040,1290,7819,31650223,NA,NA,NA,NA,NA,52279,0.4067,-576,0.832209632298187,22,1,9447,10023,41386,10125,16866
"Loyola University New Orleans",NA,"New Orleans","LA","www.loyno.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,30,0.8772,NA,NA,NA,NA,NA,NA,NA,2999,31650223,19013,19826,20476,24269,30947,52927,0.5905,0,0.843977471972796,13,1,15000,15000,33960,47240,47240
"McNeese State University","McNeese","Lake Charles","LA","www.mcneese.edu/",1,3,4,13,0,0,0,0,0,0,0,0,0,NA,0.6755,1080,1080,18,24,22,810,1120,4846,31650223,NA,NA,NA,NA,NA,46453,0.3357,-741,0.777258566978193,18,1,10596,11337,40092,8460,9960
"University of New Orleans","UNO","New Orleans","LA","new.uno.edu/",1,3,4,11,0,0,0,0,0,0,0,0,0,NA,0.6677,1056,1140,17,23,21,960,1320,4479,31650223,NA,NA,NA,NA,NA,47872,0.2458,659,0.900683185479759,18,1,12174,11515,42118,9172,14008
"Nicholls State University",NA,"Thibodaux","LA","www.nicholls.edu/",1,3,4,13,0,0,0,0,0,0,0,0,0,NA,0.9602,1088,1130,18,24,23,930,1140,4772,31650223,NA,NA,NA,NA,NA,45454,0.302,-400,0.778801629931469,17,1,10938,11338,40383,8173,9266
"University of Louisiana at Monroe","ULM; University of Louisiana-Monroe; Uni of LA-Monroe; University of Louisiana Monroe; University of Louisiana at Monroe","Monroe","LA","www.ulm.edu/",1,3,4,13,0,0,0,0,0,0,0,0,0,NA,0.7456,1102,1170,19,24,22,1050,1350,4891,31650223,NA,NA,NA,NA,NA,46769,0.2885,-1155,0.784521366955678,16,1,10182,11337,42343,9190,21290
"Northwestern State University of Louisiana","NSU | NSULA | Northwestern State University | Northwestern | NwSU","Natchitoches","LA","https://www.nsula.edu/",1,3,4,33,0,0,0,0,0,0,0,0,0,NA,0.9374,1090,1020,18,24,19,930,1240,5840,31650223,NA,NA,NA,NA,NA,47021,0.322,-720,0.732832090907149,16,1,10617,11337,42187,8864,19652
"University of Holy Cross",NA,"New Orleans","LA","uhcno.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,30,0.9901,NA,NA,NA,NA,19,NA,NA,405,31650223,16852,18852,13949,17623,16177,49316,0.2615,-1171,0.758591492259834,6,1,10166,11337,50954,16160,16160
"Franciscan Missionaries of Our Lady University","FranU","Baton Rouge","LA","www.franu.edu/",2,3,4,12,0,0,0,0,0,0,0,0,0,30,0.8294,NA,NA,NA,NA,21,NA,NA,826,31650223,17186,15035,16493,19626,21287,59419,0.2632,NA,0.904889103348441,10,1,NA,15000,61624,15690,15690
"Saint Joseph Seminary College","St. Ben's |SJSC","St. Benedict","LA","https://www.sjasc.edu/",2,3,3,41,0,0,0,0,0,0,0,1,0,30,NA,NA,NA,NA,NA,NA,NA,NA,91,31650223,NA,NA,43395,35632,NA,38366,0.3333,NA,NA,5,1,15950,NA,NA,26770,26770
"Southeastern Louisiana University","Southeastern","Hammond","LA","www.southeastern.edu/",1,3,4,13,0,0,0,0,0,0,0,0,0,NA,0.9428,1090,NA,19,24,NA,NA,NA,9514,31650223,NA,NA,NA,NA,NA,46482,0.2546,-1572,0.814883898892795,20,1,10240,11812,37016,8373,20851
"Southern University and A & M College","Southern University Baton Rouge","Baton Rouge","LA","www.subr.edu/",1,3,4,12,1,0,0,0,0,0,0,0,0,NA,0.4987,938,930,15,19,17,800,1000,5323,31650223,NA,NA,NA,NA,NA,43371,0.0981,-1102,0.74676020656728,21,1,9366,10468,35962,9940,17198
"Southern University at New Orleans","SUNO","New Orleans","LA","www.suno.edu/",1,3,4,11,1,0,0,0,0,0,0,0,0,NA,0.6021,910,NA,14,18,NA,NA,NA,1095,31650223,NA,NA,NA,NA,NA,34042,0.0816,-997,1.29152638816445,13,1,10340,11337,38968,7490,16390
"University of Louisiana at Lafayette","UL Lafayette","Lafayette","LA","www.louisiana.edu/",1,3,4,12,0,0,0,0,0,0,0,0,0,NA,0.8883,1219,1110,23,27,22,1120,1250,12269,31650223,NA,NA,NA,NA,NA,47089,0.2723,-1971,0.82307284487329,18,1,11988,13959,43225,10418,24146
"Tulane University of Louisiana","Tulane University","New Orleans","LA","https://tulane.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,NA,0.1459,1443,1430,31,33,32,1390,1510,7759,31650223,20957,22974,26839,36543,58219,63268,0.8234,0,0.64112672259847,8,1,18088,18088,51658,65538,65538
"Xavier University of Louisiana",NA,"New Orleans","LA","https://www.xula.edu/",2,3,4,11,1,0,0,0,0,0,0,0,0,30,0.7448,1077,1070,19,25,23,950,1140,2534,31650223,15365,16545,19008,22829,25054,52184,0.3613,-5394,0.745933474331859,11,1,10086,15480,39369,27868,27868
"College of the Atlantic",NA,"Bar Harbor","ME","https://www.coa.edu/",2,3,4,43,0,0,0,0,0,0,0,0,0,NA,0.6502,NA,NA,NA,NA,NA,NA,NA,358,31650223,11886,12998,14569,24880,35148,40264,0.5165,4329,NA,10,1,10101,5772,NA,46179,46179
"Bates College","Bates","Lewiston","ME","www.bates.edu/",2,3,3,13,0,0,0,0,0,0,0,0,0,NA,0.1302,1446,NA,31,33,NA,1400,1510,1753,31650223,4263,6296,8602,22744,49109,69498,0.851,NA,0.818466120625465,10,1,17904,NA,61840,63478,63478
"Bowdoin College",NA,"Brunswick","ME","https://www.bowdoin.edu/",2,3,3,31,0,0,0,0,0,0,0,0,0,NA,0.0802,1514,NA,33,35,NA,1480,1550,1846,31650223,3275,3464,6764,20899,42867,82735,0.822,NA,0.781435850746707,9,1,17690,NA,63619,64910,64910
"Colby College",NA,"Waterville","ME","www.colby.edu/",2,3,3,33,0,0,0,0,0,0,0,0,0,NA,0.0683,1500,1460,32,34,33,1440,1550,2282,31650223,6072,1331,2247,15937,52893,80490,0.8207,11020,NA,9,1,17120,6100,NA,66600,66600
"University of Maine at Augusta","UMA|UMA-Bangor|University of Maine at Augusta - Bangor","Augusta","ME","www.uma.edu/",1,3,4,32,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2759,31650223,NA,NA,NA,NA,NA,40342,0.103,0,0.724440573495913,15,1,8700,8700,43923,8618,21548
"University of Maine at Farmington","UMF","Farmington","ME","https://www.umf.maine.edu/",1,3,4,43,0,0,0,0,0,0,0,0,0,NA,0.9763,1040,NA,NA,NA,NA,910,1220,1131,31650223,NA,NA,NA,NA,NA,44433,0.3761,0,1.00788342985242,12,1,10970,10970,36218,10989,23079
"University of Maine at Fort Kent","UMFK","Fort Kent","ME","www.umfk.maine.edu/",1,3,3,43,0,0,0,0,0,0,0,0,0,NA,0.9907,NA,NA,NA,NA,NA,NA,NA,638,31650223,NA,NA,NA,NA,NA,51077,0.2524,2640,NA,19,1,8740,6100,NA,9045,14325
"University of Maine",NA,"Orono","ME","www.umaine.edu/",1,3,4,23,0,0,0,0,0,0,0,0,0,NA,0.9571,NA,1180,NA,NA,26,NA,NA,8341,31650223,NA,NA,NA,NA,NA,48653,0.4,0,0.895689712133559,15,1,12696,12696,42856,12606,35346
"Maine Maritime Academy",NA,"Castine","ME","https://mainemaritime.edu/",1,3,4,42,0,0,0,0,0,0,0,0,0,NA,0.614,1185,NA,23,30,NA,1070,1270,888,31650223,NA,NA,NA,NA,NA,89964,0.4644,0,NA,10,1,11926,11926,NA,14746,30226
"University of Maine at Presque Isle","UMPI","Presque Isle","ME","www.umpi.edu/",1,3,4,41,0,0,0,0,0,0,0,0,0,NA,0.9709,NA,NA,NA,NA,NA,NA,NA,1362,31650223,NA,NA,NA,NA,NA,40956,0.2388,4200,NA,28,1,10300,6100,NA,8990,14270
"University of New England","UNE","Biddeford","ME","https://www.une.edu/",2,3,4,22,0,0,0,0,0,0,0,0,0,NA,0.8884,NA,NA,NA,NA,NA,NA,NA,2189,31650223,33195,33547,31278,35033,40310,55921,0.5625,3240,1.73448381953962,12,1,16740,13500,50357,42550,42550
"Maine College of Art & Design","MECA&D ,  Meca , Portland School of Art","Portland","ME","www.meca.edu/",2,3,4,13,0,0,0,0,0,0,0,0,0,NA,0.7755,NA,NA,NA,NA,NA,NA,NA,415,31650223,29849,31197,34323,37820,38490,40778,0.1176,7550,NA,8,1,15650,8100,NA,41398,41398
"Saint Joseph's College of Maine","Saint Joseph's College","Standish","ME","www.sjcme.edu/",2,3,4,41,0,0,0,0,0,0,0,0,0,30,0.8172,1030,1120,NA,NA,NA,910,1140,930,31650223,22105,29805,31494,33369,38452,59045,0.5887,7736,0.552355421443293,10,1,14936,7200,52242,42834,42834
"University of Southern Maine",NA,"Portland","ME","usm.maine.edu/",1,3,4,13,0,0,0,0,0,0,0,0,0,NA,0.7931,1130,1110,23,26,22,990,1280,4245,31650223,NA,NA,NA,NA,NA,49958,0.0293,0,1.00891089108911,14,1,11650,11650,48307,10920,27104
"Thomas College",NA,"Waterville","ME","www.thomas.edu/",2,3,4,33,0,0,0,0,0,0,0,0,0,NA,0.9707,NA,NA,NA,NA,NA,NA,NA,688,31650223,14911,14423,16595,20590,24441,44991,0.4545,4678,0.782432465231426,23,1,13678,9000,42847,30896,30896
"Unity Environmental University",NA,"New Gloucester","ME","https://unity.edu/",2,3,4,42,0,0,0,0,0,0,0,0,0,NA,0.818,NA,NA,NA,NA,NA,NA,NA,5619,31650223,17474,18360,19172,20661,20915,37852,0.4916,3396,NA,36,1,12156,8760,NA,12640,12640
