"name","alias","city","state","url","control","deg_predomnt","deg_highest","locale_type","is_hbcu","is_pbi","is_annhi","is_tribal","is_aanapii","is_hsi","is_nanti","is_only_men","is_only_women","religious_affil","adm_rate","sat_avg","sat_mid50","act_p25","act_p75","act_mid50","sat_p25","sat_p75","ug_enrollment","net_price","cost_avg_income_0_30k","cost_avg_income_30_48k","cost_avg_income_48_75k","cost_avg_income_75_110k","cost_avg_income_110k_plus","earnings_med_10y","rate_completion","rm_board_dif","ratio","student_fac_ratio","no_aid","ROOMBOARD_ON","ROOMBOARD_OFF","MD_EARN_WNE_INC2_P6","TUITIONFEE_IN","TUITIONFEE_OUT"
"William Carey University",NA,"Hattiesburg","MS","https://www.wmcarey.edu/",2,3,4,13,0,0,0,0,0,0,0,0,0,54,0.5797,1120,1140,20,27,25,880,1200,1818,31650223,15423,16219,15717,18865,19800,43087,0.3195,0,0.714534144873253,13,1,7599,7599,41087,14685,14685
"Avila University",NA,"Kansas City","MO","https://www.avila.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,30,0.5954,942,1040,15,21,20,800,1000,1192,31650223,13998,13672,15084,19985,20868,52773,0.2623,-1781,0.918875387375632,13,1,9065,10846,50816,38672,38672
"Mission University",NA,"Springfield","MO","www.mission.edu/",2,3,4,12,0,0,0,0,0,0,0,0,0,54,NA,NA,NA,NA,NA,NA,NA,NA,342,31650223,19958,19855,22326,23839,24482,38641,0.2353,1260,0.916732051785014,12,1,8260,7000,33494,16230,16230
"Calvary University",NA,"Kansas City","MO","www.calvary.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,79,0.7091,1008,1120,16,23,20,910,1200,170,31650223,9571,11240,14497,16007,16444,45421,0.3529,-8531,NA,8,1,6304,14835,NA,13692,13692
"Central Christian College of the Bible","Russell School of Ministry (Graduate Program)","Moberly","MO","https://www.cccb.edu/",2,3,4,32,0,0,0,0,0,0,0,0,0,48,NA,NA,NA,NA,NA,NA,NA,NA,145,31650223,12073,10293,13446,18725,19788,34675,0.2121,-4176,0.724137931034483,10,1,9400,13576,31299,11200,11200
"Central Methodist University-College of Liberal Arts and Sciences","CMU - CLAS","Fayette","MO","www.centralmethodist.edu/",2,3,3,42,0,0,0,0,0,0,0,0,0,71,0.879,1090,1010,19,24,21,1040,1130,1015,31650223,22570,24407,24195,28138,28601,48991,0.437,770,0.751947527361557,11,1,8910,8140,47181,27140,27140
"University of Central Missouri","Central","Warrensburg","MO","https://www.ucmo.edu/",1,3,4,32,0,0,0,0,0,0,0,0,0,NA,0.6861,1090,NA,18,24,NA,NA,NA,5653,31650223,NA,NA,NA,NA,NA,49560,0.3604,0,0.849171209255757,19,1,10206,10206,41992,9739,18064
"Columbia College",NA,"Columbia","MO","https://www.ccis.edu/",2,3,4,12,0,0,0,0,0,0,0,0,0,61,NA,NA,NA,NA,NA,NA,NA,NA,5359,31650223,26212,21960,24477,21728,21856,45378,0.3042,0,0.658852337654942,20,1,8874,8874,51042,24326,24326
"Cottey College",NA,"Nevada","MO","https://www.cottey.edu/",2,3,3,33,0,0,0,0,0,0,0,0,1,NA,0.6631,1190,1070,14,24,22,NA,NA,266,31650223,17399,16718,18588,18591,20118,35422,0.3833,1418,0.918473954512106,6,1,9450,8032,32414,26209,26209
"Culver-Stockton College","CULVER|C-SC|","Canton","MO","https://www.culver.edu/",2,3,4,43,0,0,0,0,0,0,0,0,0,61,0.98,1020,1020,18,21,22,NA,NA,884,31650223,16859,18483,22385,24019,24597,46092,0.4323,-369,0.781790276711958,17,1,9505,9874,42006,29915,29915
"Drury University",NA,"Springfield","MO","www.drury.edu/",2,3,4,12,0,0,0,0,0,0,0,0,0,61,0.5887,1212,1160,23,28,27,1050,1310,1367,31650223,17073,17104,19602,23003,25628,40694,0.4345,0,0.679578343313373,13,1,10486,10486,40864,35235,35235
"Evangel University",NA,"Springfield","MO","www.evangel.edu/",2,3,4,12,0,0,0,0,0,0,0,0,0,27,0.693,NA,NA,NA,NA,NA,NA,NA,1205,31650223,13335,16026,18882,19692,21472,46573,0.5391,1912,0.812905627020866,12,1,9176,7264,39415,27192,27192
"Fontbonne University",NA,"Saint Louis","MO","https://www.fontbonne.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,30,0.9503,NA,NA,NA,NA,22,NA,NA,632,31650223,13464,14682,20742,23296,25373,48825,0.4388,2632,0.923558366928748,9,1,11232,8600,46082,28976,28976
"Hannibal-LaGrange University",NA,"Hannibal","MO","www.hlg.edu/",2,3,4,33,0,0,0,0,0,0,0,0,0,75,0.5874,1020,1190,17,25,22,NA,NA,381,31650223,9571,12221,19304,22094,23435,42643,0.3133,400,0.753934191702432,7,1,9400,9000,39721,26880,26880
"Harris-Stowe State University","Harris-Stowe State College","Saint Louis","MO","https://www.hssu.edu/",1,3,3,11,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1086,31650223,NA,NA,NA,NA,NA,31088,0.1351,1158,0.578821150635977,14,1,10084,8926,35332,6442,11074
"Barnes-Jewish College Goldfarb School of Nursing","Barnes-Jewish College of Nursing  Barnes-Jewish College of Nursing and Allied Health   Jewish Hospital College of Nursing","Saint Louis","MO","https://www.barnesjewishcollege.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,426,31650223,NA,NA,NA,NA,NA,84393,NA,NA,0.994733106189665,6,1,NA,NA,77433,NA,NA
"Kansas City Art Institute",NA,"Kansas City","MO","www.kcai.edu/",2,3,3,11,0,0,0,0,0,0,0,0,0,NA,0.6035,NA,NA,NA,NA,NA,NA,NA,782,31650223,27374,25954,27533,29454,34880,37032,0.5263,2900,0.949465100620932,10,1,12900,10000,22491,43550,43550
"Lincoln University","Lincoln University of Missouri","Jefferson City","MO","https://www.lincolnu.edu/",1,3,4,13,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1357,31650223,NA,NA,NA,NA,NA,39463,0.1038,3028,0.731292865185792,13,1,10552,7524,35291,9290,16882
"Lindenwood University",NA,"Saint Charles","MO","https://www.lindenwood.edu/",2,3,4,13,0,0,0,0,0,0,0,0,0,NA,0.6586,1120,1030,19,24,24,NA,NA,4748,31650223,14581,15129,17960,18796,20715,53278,0.3747,-5400,0.854399835712085,13,1,10800,16200,47367,21100,21100
"Maryville University of Saint Louis",NA,"Saint Louis","MO","https://www.maryville.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,NA,0.9369,NA,1120,NA,NA,23,NA,NA,5988,31650223,21213,21377,23346,28455,30216,62105,0.6142,1300,0.750879511107441,13,1,13300,12000,54937,27166,27166
"Midwestern Baptist Theological Seminary","MBTS|MBC|MBC,SBC|Midwestern Baptist Seminary|Midwestern|Midwestern Baptist College, SBC|Midwestern Baptist College|MBCSBC, Spurgeon College","Kansas City","MO","https://www.mbts.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,75,0.9433,NA,NA,NA,NA,NA,NA,NA,791,31650223,23177,25389,25809,26718,31765,50535,0.3333,-2529,NA,16,1,11310,13839,NA,9400,9400
"Missouri Baptist University","MBU","Saint Louis","MO","www.mobap.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,54,0.641,983,1000,14,19,23,910,1170,1452,31650223,23437,24367,24627,26652,27950,46660,0.3347,4874,0.850179059466591,21,1,14340,9466,39676,33122,33122
"Missouri Southern State University","Missouri Southern","Joplin","MO","www.mssu.edu/",1,3,4,13,0,0,0,0,0,0,0,0,0,NA,0.9744,1090,1060,18,24,21,1000,1170,3101,31650223,NA,NA,NA,NA,NA,42620,0.2304,-969,0.81615711202296,16,1,7172,8141,41309,8400,16800
"Missouri Valley College",NA,"Marshall","MO","https://www.moval.edu/",2,3,4,33,0,0,0,0,0,0,0,0,0,66,0.5269,1018,920,16,22,19,920,1140,1274,31650223,15550,17802,17712,21033,20044,43221,0.1823,2080,0.862932032616461,16,1,10500,8420,36156,23000,23000
"Missouri Western State University","Western|MWSU|MWSC|Missouri Western State College","Saint Joseph","MO","https://www.missouriwestern.edu/",1,3,4,13,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2372,31650223,NA,NA,NA,NA,NA,42647,0.2402,0,0.80475294117647,14,1,10975,10975,38913,9800,17500
"University of Missouri-Columbia",NA,"Columbia","MO","https://missouri.edu/",1,3,4,12,0,0,0,0,0,0,0,0,0,NA,0.7702,1247,1240,23,29,27,1150,1330,23118,31650223,NA,NA,NA,NA,NA,63403,0.5639,0,0.831274843838728,17,1,13550,13550,50095,14130,34338
"University of Missouri-Kansas City",NA,"Kansas City","MO","https://www.umkc.edu/",1,3,4,11,0,0,0,0,0,0,0,0,0,NA,0.7499,1230,1330,21,29,26,1150,1540,6618,31650223,NA,NA,NA,NA,NA,59637,0.3513,-940,0.786382341937897,14,1,12118,13058,51664,11988,28788
"Missouri University of Science and Technology",NA,"Rolla","MO","https://www.mst.edu/",1,3,4,33,0,0,0,0,0,0,0,0,0,NA,0.7307,1287,1380,25,31,29,1150,1380,5467,31650223,NA,NA,NA,NA,NA,82957,0.2677,NA,0.842048680982441,19,1,11762,NA,69132,14278,31678
"University of Missouri-St Louis",NA,"Saint Louis","MO","https://www.umsl.edu/",1,3,4,21,0,0,0,0,0,0,0,0,0,NA,0.5716,1147,1160,20,27,26,1030,1220,5108,31650223,NA,NA,NA,NA,NA,53037,0.3605,-472,0.835009560229446,13,1,13104,13576,49892,13440,33432
"Truman State University","Truman","Kirksville","MO","https://www.truman.edu/",1,3,4,33,0,0,0,0,0,0,0,0,0,NA,0.7996,1249,1190,23,29,27,1120,1320,2666,31650223,NA,NA,NA,NA,NA,56280,0.5716,0,0.805659293306521,12,1,10701,10701,40196,9470,17870
"Northwest Missouri State University","Northwest","Maryville","MO","https://www.nwmissouri.edu/",1,3,4,33,0,0,0,0,0,0,0,0,0,NA,0.8591,1090,1050,18,23,22,970,1200,4550,31650223,NA,NA,NA,NA,NA,47885,0.4347,634,0.797433929158899,19,1,11788,11154,41682,10181,16623
"Ozark Christian College",NA,"Joplin","MO","www.occ.edu/",2,3,3,13,0,0,0,0,0,0,0,0,0,48,0.9819,NA,NA,NA,NA,NA,NA,NA,612,31650223,15279,15868,17578,18782,19161,41297,0.3564,-460,0.931769852360411,13,1,9070,9530,33644,15550,15550
"College of the Ozarks",NA,"Point Lookout","MO","www.cofo.edu/",2,3,3,32,0,0,0,0,0,0,0,0,0,102,0.1487,1125,1110,20,25,23,1060,1300,1415,31650223,6214,6639,7275,10273,11397,41592,0.4087,28,0.855528818608915,14,1,8500,8472,34928,21290,21290
"Park University",NA,"Parkville","MO","www.park.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5250,31650223,13719,13687,15902,18737,18018,56309,0.1295,-2222,0.83234786440927,13,1,8978,11200,57098,16400,16400
"Rockhurst University","Rockhurst","Kansas City","MO","https://www.rockhurst.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,30,0.6905,1218,1190,22,27,23,1110,1250,1702,31650223,18557,20467,20581,22063,27784,67102,0.6907,-6478,1.00442840741348,12,1,11540,18018,62759,43420,43420
"Saint Louis University",NA,"Saint Louis","MO","www.slu.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,30,0.8147,1326,1320,26,31,30,1210,1430,7324,31650223,20869,20738,22950,26695,33177,70783,0.7288,0,0.79771885508841,8,1,14570,14570,59118,53244,53244
"University of Health Sciences and Pharmacy in St. Louis","St. Louis College of Pharmacy","Saint Louis","MO","www.uhsp.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,NA,0.7513,1150,1180,21,28,24,1050,1270,274,31650223,27383,30342,29440,35407,36448,137047,0.6509,2625,0.927980618013346,9,1,15000,12375,113105,31920,31920
"Southwest Baptist University",NA,"Bolivar","MO","www.sbuniv.edu/",2,3,4,32,0,0,0,0,0,0,0,0,0,75,0.9972,1084,1100,18,24,22,960,1200,1339,31650223,22672,18056,20785,21889,21292,43112,0.5114,1068,0.8030279135783,10,1,8952,7884,40009,28320,28320
"Stephens College","Stephens","Columbia","MO","https://www.stephens.edu/",2,3,4,12,0,0,0,0,0,0,0,0,1,NA,0.9155,1104,1100,16,23,21,1130,1270,353,31650223,16807,22376,22100,27781,26927,43071,0.0078,-226,0.971289331496981,7,1,13098,13324,34897,28200,28200
"Southeast Missouri State University",NA,"Cape Girardeau","MO","https://www.semo.edu/",1,3,4,13,0,0,0,0,0,0,0,0,0,NA,0.785,1018,NA,16,21,NA,850,1030,6588,31650223,NA,NA,NA,NA,NA,44030,0.3917,0,0.80912576504489,20,1,11486,11486,38621,9496,9496
"Missouri State University-Springfield",NA,"Springfield","MO","www.missouristate.edu/",1,3,4,12,0,0,0,0,0,0,0,0,0,NA,0.9105,1119,1110,19,25,23,990,1220,13407,31650223,NA,NA,NA,NA,NA,49827,0.4166,506,0.846943776173929,21,1,10230,9724,40306,9024,17928
"Washington University in St Louis","WashU","Saint Louis","MO","https://wustl.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,NA,0.1196,1530,1530,33,35,34,1500,1570,7897,31650223,4391,2321,1863,19344,42712,86182,0.8731,0,0.866788321167883,7,1,20778,20778,79341,62982,62982
"Webster University",NA,"Saint Louis","MO","www.webster.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,NA,0.5799,1145,1140,20,28,24,1010,1230,2180,31650223,21696,22251,24193,26857,30453,50876,0.4951,-380,0.908782613000644,15,1,12820,13200,42492,30730,30730
"Westminster College",NA,"Fulton","MO","www.wcmo.edu/",2,3,3,32,0,0,0,0,0,0,0,0,0,66,0.7758,1083,1020,18,23,21,880,1120,592,31650223,22825,23593,24412,26042,29055,52199,0.477,0,0.937305891623789,10,1,12142,12142,39384,34188,34188
"William Jewell College",NA,"Liberty","MO","https://www.jewell.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,NA,0.3429,1114,1180,19,25,24,960,1120,868,31650223,9227,7862,11954,17573,23742,59268,0.5303,-2252,1.11722439678777,10,1,11381,13633,52808,19890,19890
"William Woods University","WWU/William Woods/The Woods","Fulton","MO","https://www.williamwoods.edu/",2,3,4,32,0,0,0,0,0,0,0,0,0,61,0.7449,NA,NA,NA,NA,NA,NA,NA,1061,31650223,19042,19587,21217,25359,25809,42401,0.4922,3477,0.939231367043546,11,1,12402,8925,40135,28860,28860
"Carroll College","Carroll Montana  CC","Helena","MT","www.carroll.edu/",2,3,4,13,0,0,0,0,0,0,0,0,0,30,0.7264,1170,1190,24,29,25,1080,1330,1052,31650223,18986,16302,18494,24393,29023,61772,0.5408,0,0.860678467921853,11,1,11624,11624,42200,40352,40352
"Montana State University Billings","MSU Billings","Billings","MT","www.msubillings.edu/",1,3,4,12,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2710,31650223,NA,NA,NA,NA,NA,44296,0.1497,0,0.800138839125761,14,1,9800,9800,41214,6706,21347
"University of Providence","Previously known as the University of Great Falls (prior to July 2018)","Great Falls","MT","www.uprovidence.edu/",2,3,4,13,0,0,0,0,0,0,0,0,0,30,0.642,985,1210,16,24,20,840,1140,527,31650223,16227,19896,15173,25482,25724,48296,0.2935,2500,0.751641701360573,7,1,10500,8000,36258,29018,29018
"Montana Technological University",NA,"Butte","MT","https://www.mtech.edu/",1,3,4,33,0,0,0,0,0,0,0,0,0,NA,0.899,1126,1190,18,25,24,1060,1250,1428,31650223,NA,NA,NA,NA,NA,54329,0.3559,0,0.719933621459963,13,1,11530,11530,52540,8050,24730
"Montana State University","MSU","Bozeman","MT","https://www.montana.edu/",1,3,4,13,0,0,0,0,0,0,0,0,0,NA,0.8683,1154,1190,20,27,24,1060,1270,14472,31650223,NA,NA,NA,NA,NA,53263,0.3605,0,0.881561858477523,18,1,13446,13446,44193,8083,31337
"The University of Montana","University of Montana","Missoula","MT","www.umt.edu/",1,3,4,13,0,0,0,0,0,0,0,0,0,NA,0.956,1190,1180,23,28,22,NA,NA,7079,31650223,NA,NA,NA,NA,NA,44511,0.3084,0,0.837636445197627,18,1,12192,12192,35811,8152,31622
"Montana State University-Northern",NA,"Havre","MT","www.msun.edu/",1,3,4,33,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,787,31650223,NA,NA,NA,NA,NA,49505,0.2308,0,0.804278534973308,13,1,7026,7026,46740,6269,19385
"Rocky Mountain College","RMC","Billings","MT","https://www.rocky.edu/",2,3,4,12,0,0,0,0,0,0,0,0,0,76,0.7288,1093,1080,19,24,22,990,1240,790,31650223,15604,15016,15553,16833,23838,49036,0.3211,2,0.743748070392096,12,1,9576,9574,40770,33252,33252
"The University of Montana-Western","Western Montana College; Montana Western; UM Western; WMC; UMW","Dillon","MT","umwestern.edu/",1,3,3,33,0,0,0,0,0,0,0,0,0,NA,0.995,NA,NA,NA,NA,NA,NA,NA,1271,31650223,NA,NA,NA,NA,NA,43229,0.3452,0,0.968610318442385,15,1,9104,9104,35925,6430,19038
"Bellevue University",NA,"Bellevue","NE","www.bellevue.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10426,31650223,28018,28266,27636,30117,32115,61289,0.1765,-4700,0.630412253193179,17,1,10683,15383,61767,8886,8886
"Clarkson College",NA,"Omaha","NE","www.clarksoncollege.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,50,0.6429,NA,NA,NA,NA,NA,NA,NA,611,31650223,13568,20962,20150,12637,18462,64876,0.5185,-1396,0.954990466118669,18,1,7864,9260,67230,15168,15168
"Bryan College of Health Sciences",NA,"Lincoln","NE","https://www.bryanhealthcollege.edu/bcohs/",2,3,4,11,0,0,0,0,0,0,0,0,0,NA,0.6291,NA,NA,NA,NA,NA,NA,NA,534,31650223,26673,22110,25252,26356,26339,70845,0.5577,NA,0.920607761275751,9,1,NA,9891,59893,20070,20070
"Chadron State College",NA,"Chadron","NE","www.csc.edu/",1,3,4,33,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1634,31650223,NA,NA,NA,NA,NA,47002,0.2589,0,0.80419992743106,15,1,9248,9248,41932,8078,8078
"Concordia University-Nebraska","Concordia Teachers College  Concordia College  Concordia University, Seward","Seward","NE","www.cune.edu/",2,3,4,32,0,0,0,0,0,0,0,0,0,68,0.9004,1148,1130,19,26,23,1040,1230,1270,31650223,19320,20192,21880,24197,26363,52415,0.4684,0,0.933139342636069,14,1,10350,10350,45725,39330,39330
"Creighton University",NA,"Omaha","NE","https://www.creighton.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,30,0.7231,1296,1250,24,30,28,1210,1400,4231,31650223,21202,22604,25659,31439,35861,73911,0.7333,960,0.958440499341321,10,1,12790,11830,62998,47000,47000
"Doane University",NA,"Crete","NE","www.doane.edu/",2,3,4,32,0,0,0,0,0,0,0,0,0,NA,0.8953,NA,NA,NA,NA,NA,NA,NA,981,31650223,24496,21092,25256,22691,31980,53316,0.5217,NA,0.849336393573496,11,1,11615,NA,47361,40491,40491
"Hastings College","Hastings College","Hastings","NE","www.hastings.edu/",2,3,4,32,0,0,0,0,0,0,0,0,0,66,0.6987,NA,NA,NA,NA,NA,NA,NA,957,31650223,17273,18019,18749,22393,25685,51303,0.4673,1000,0.760388156257776,14,1,11690,10690,44569,36130,36130
"CHI Health School of Radiologic Technology","Alegent Creighton Health School of Radiologic Technology  Bergan Mercy School of Radiologic Technology  Immanuel Medical Center School of Radiologic Technology  Emmanuel Medical Center School of Radiologic Technology","Omaha","NE","www.chihealth.com/school-of-radiologic-technology",2,3,3,11,0,0,0,0,0,0,0,0,0,30,NA,NA,NA,NA,NA,NA,NA,NA,25,31650223,NA,NA,NA,NA,NA,48110,NA,NA,NA,8,1,NA,NA,NA,NA,NA
"University of Nebraska at Kearney","UNK|University of Nebraska - Kearney|Nebraska - Kearney|Nebraska Kearney|","Kearney","NE","www.unk.edu/",1,3,4,32,0,0,0,0,0,0,0,0,0,NA,0.8579,1089,1030,18,25,22,970,1150,4130,31650223,NA,NA,NA,NA,NA,50105,0.3795,0,0.873585948796462,13,1,11936,11936,41189,8302,14260
"Nebraska Methodist College of Nursing & Allied Health","Nebraska Methodist College","Omaha","NE","www.methodistcollege.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,71,0.8829,NA,NA,NA,NA,NA,NA,NA,752,31650223,19264,14688,17532,21381,22298,65071,0.4571,-3014,0.921454820749807,12,1,11296,14310,59380,18173,18173
"Midland University","MidlandU","Fremont","NE","https://www.midlandu.edu/",2,3,4,32,0,0,0,0,0,0,0,0,0,39,0.6692,1043,1020,18,24,21,890,1110,1191,31650223,19899,20021,24009,25764,26119,52163,0.3519,2725,0.858992774440672,13,1,10562,7837,47330,40270,40270
"University of Nebraska at Omaha","UNOMAHA","Omaha","NE","https://www.unomaha.edu/",1,3,4,11,0,0,0,0,0,0,0,0,0,NA,0.869,1120,NA,18,26,22,NA,NA,11573,31650223,NA,NA,NA,NA,NA,53909,0.275,-388,0.894999269814115,15,1,11610,11998,46351,8370,22358
"University of Nebraska Medical Center","UNMC","Omaha","NE","www.unmc.edu/",1,3,4,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,861,31650223,NA,NA,NA,NA,NA,76833,NA,NA,1.01303173627881,2,1,NA,NA,70712,NA,NA
"Nebraska Wesleyan University",NA,"Lincoln","NE","https://www.nebrwesleyan.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,71,0.8375,1209,1170,22,27,26,1020,1210,1514,31650223,20377,18737,19482,24859,27670,56405,0.5827,-2966,1.02924179130322,13,1,9982,12948,51464,41658,41658
"University of Nebraska-Lincoln",NA,"Lincoln","NE","www.unl.edu/",1,3,4,11,0,0,0,0,0,0,0,0,0,NA,0.7707,1191,1200,22,28,25,1090,1330,18887,31650223,NA,NA,NA,NA,NA,56887,0.4854,0,0.855014191106906,16,1,13856,13856,45528,10108,27748
"Peru State College","Peru State","Peru","NE","www.peru.edu/",1,3,4,43,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1141,31650223,NA,NA,NA,NA,NA,47071,0.2719,0,0.830809004658423,16,1,10016,10016,43087,8280,8280
"College of Saint Mary",NA,"Omaha","NE","https://www.csm.edu/",2,3,4,11,0,0,0,0,0,0,0,0,1,30,0.4395,1120,NA,18,24,NA,NA,NA,455,31650223,9936,10749,10242,19478,22739,54338,0.4851,-4584,0.806098206854808,7,1,8650,13234,58959,23340,23340
"Union Adventist University",NA,"Lincoln","NE","https://www.ucollege.edu/",2,3,4,11,0,0,0,0,0,1,0,0,0,95,0.9989,NA,1050,NA,NA,21,NA,NA,439,31650223,18778,19177,16306,22595,25861,55045,0.2826,-4000,0.922031246696687,7,1,8000,12000,43369,27990,27990
"Wayne State College","WSC","Wayne","NE","https://www.wsc.edu/",1,3,4,32,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3041,31650223,NA,NA,NA,NA,NA,47075,0.405,0,0.790671067106711,19,1,9624,9624,39926,7970,7970
"York University",NA,"York","NE","www.york.edu/",2,3,4,33,0,0,0,0,0,0,0,0,0,74,0.4763,988,970,16,23,19,850,1060,443,31650223,15941,16730,18012,22335,23714,44130,0.2231,1980,0.876647613081722,11,1,9600,7620,38328,21600,21600
"University of Nevada-Las Vegas","UNLV","Las Vegas","NV","www.unlv.edu/",1,3,4,12,0,0,0,0,1,1,0,0,0,NA,0.9626,1091,NA,18,24,NA,980,1230,24131,31650223,NA,NA,NA,NA,NA,55037,0.2535,-638,0.918006325662559,18,1,12072,12710,42618,9142,26098
"University of Nevada-Reno",NA,"Reno","NV","www.unr.edu/",1,3,4,11,0,0,0,0,0,0,0,0,0,NA,0.8531,NA,1160,NA,NA,23,NA,NA,15723,31650223,NA,NA,NA,NA,NA,60614,0.4235,0,0.92147024504084,16,1,13700,13700,48831,8994,25950
"Colby-Sawyer College","Colby-Sawyer","New London","NH","www.colby-sawyer.edu/",2,3,4,43,0,0,0,0,0,0,0,0,0,NA,0.8998,NA,NA,NA,NA,NA,NA,NA,778,31650223,14570,17323,19084,27562,30198,46474,0.524,18,NA,10,1,16858,16840,NA,18400,18400
"Dartmouth College","Dartmouth, Big Green","Hanover","NH","www.dartmouth.edu/",2,3,4,33,0,0,0,0,0,0,0,0,0,NA,0.0623,1533,1500,33,35,34,1500,1570,4367,31650223,2978,-377,5841,13426,51575,97434,0.8425,NA,0.778476272849051,7,1,19009,NA,67163,65739,65739
"Franklin Pierce University","Franklin Pierce College, Franklin Pierce, FPU, Pierce","Rindge","NH","https://www.franklinpierce.edu/",2,3,4,42,0,0,0,0,0,0,0,0,0,NA,0.9019,1030,NA,NA,NA,NA,950,1140,1055,31650223,22101,27002,25652,28381,28583,53353,0.4286,0,0.90336480081476,13,1,15912,15912,36442,44963,44963
"New England College","NEC","Henniker","NH","www.nec.edu/",2,3,4,42,0,0,0,0,0,0,0,0,0,NA,0.9574,NA,NA,NA,NA,NA,NA,NA,980,31650223,25146,28253,32928,30963,33142,42092,0.2648,8,0.543388474902209,8,1,17014,17006,39732,41578,41578
"Southern New Hampshire University","SNHU","Manchester","NH","www.snhu.edu/",2,3,4,22,0,0,0,0,0,0,0,0,0,NA,0.9612,NA,NA,NA,NA,NA,NA,NA,156755,31650223,33202,32903,34048,35992,36682,50318,0.3847,-526,0.486802822131452,24,1,12800,13326,55011,16450,16450
"University of New Hampshire-Main Campus",NA,"Durham","NH","www.unh.edu/",1,3,4,31,0,0,0,0,0,0,0,0,0,NA,0.8687,1229,1210,26,31,28,1120,1320,11230,31650223,NA,NA,NA,NA,NA,66479,0.6903,0,0.903682515696116,16,1,13314,13314,53700,19112,38882
"Keene State College","KSC","Keene","NH","www.keene.edu/",1,3,4,32,0,0,0,0,0,0,0,0,0,NA,0.8909,NA,1070,NA,NA,25,NA,NA,2680,31650223,NA,NA,NA,NA,NA,54368,0.4989,1886,0.865404948192007,16,1,13860,11974,47319,14710,26186
"Plymouth State University","Plymouth | Plymouth State | PSU | Plymout | Plimout | Plymoth | Plimoth | Plymot | Plimot","Plymouth","NH","www.plymouth.edu/",1,3,4,33,0,0,0,0,0,0,0,0,0,NA,0.9103,NA,NA,NA,NA,NA,NA,NA,3298,31650223,NA,NA,NA,NA,NA,57304,0.4065,0,1.04560224339001,15,1,12104,12104,47508,14558,25498
"Rivier University",NA,"Nashua","NH","www.rivier.edu/",2,3,4,13,0,0,0,0,0,0,0,0,0,30,0.8176,NA,NA,NA,NA,NA,NA,NA,1312,31650223,16807,20704,24462,32788,30562,52248,0.4886,1914,NA,14,1,14943,13029,NA,37791,37791
"Saint Anselm College",NA,"Manchester","NH","https://www.anselm.edu/",2,3,4,22,0,0,0,0,0,0,0,0,0,30,0.7832,1183,1230,25,27,27,1090,1270,2032,31650223,23658,26360,27460,33874,36648,73371,0.7839,1160,NA,11,1,16520,15360,NA,46810,46810
"Thomas More College of Liberal Arts",NA,"Merrimack","NH","www.thomasmorecollege.edu/",2,3,3,22,0,0,0,0,0,0,0,0,0,30,NA,NA,NA,NA,NA,NA,NA,NA,95,31650223,25830,19089,18222,22956,19354,53565,0.6154,5000,NA,10,1,11000,6000,NA,29300,29300
"Beth Medrash Govoha",NA,"Lakewood","NJ","yeshivanotices.org/",2,3,4,13,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3532,31650223,NA,NA,NA,NA,NA,47544,NA,NA,NA,20,1,NA,NA,NA,NA,NA
